event,event_label,event_date,outcome,running_metric,bandwidth_months,first_stage_jump,first_stage_se,first_stage_n,reduced_form_jump,reduced_form_se,reduced_form_n,fuzzy_rd_late,fuzzy_rd_late_se_approx
gpt4,GPT-4 release,2023-03-14,small_claims_filings,ai_interest_index,6,2.857175235123278,0.5932355125036092,663,117.26441666842109,46.13529235809319,26,41.04208073305714,18.257826790966963
