event,event_label,event_date,outcome,running_metric,bandwidth_months,first_stage_jump,first_stage_se,first_stage_n,reduced_form_jump,reduced_form_se,reduced_form_n,fuzzy_rd_late,fuzzy_rd_late_se_approx
gpt4,GPT-4 release,2023-03-14,ui_pct_within_21_days,ai_interest_index,3,6.451699105248212,0.8590736446446802,357,3.1876124899739056,0.7627613595270265,357,0.4940733344772548,0.1352980795472743
