event,event_label,event_date,outcome,running_metric,bandwidth_months,first_stage_jump,first_stage_se,first_stage_n,reduced_form_jump,reduced_form_se,reduced_form_n,fuzzy_rd_late,fuzzy_rd_late_se_approx
chatgpt_launch,ChatGPT public launch,2022-11-30,parking_appeal_records,ai_interest_index,6,-0.18816914544204455,0.4574173314184374,663,-861.873109690372,693.1507097563998,13,4580.310484302146,11727.736454936494
