event,event_label,event_date,outcome,running_metric,bandwidth_months,first_stage_jump,first_stage_se,first_stage_n,reduced_form_jump,reduced_form_se,reduced_form_n,fuzzy_rd_late,fuzzy_rd_late_se_approx
chatgpt_launch,ChatGPT public launch,2022-11-30,small_claims_filings,ai_interest_index,6,-0.18816914544204455,0.4574173314184374,663,79.7883388906053,406.8875177464126,13,-424.02455887848964,2395.456419853581
