event_time,coef,std_err,ci_low,ci_high,p_value
-6,-1.541176470588237,0.42540294352515007,-2.3749509188148576,-0.7074020223616162,0.00029136045873534463
-5,-0.6666666666666764,0.45357213049295,-1.55565170682396,0.22231837349060724,0.14161213683244764
-4,-1.7813725490195949,0.4434677816152713,-2.6505534292894004,-0.9121916687497892,5.8964887085143846e-05
-3,-0.792156862745096,0.5092696058692865,-1.7903069486698056,0.20599322317961366,0.11983264645878546
-2,-1.1931372549019545,0.5263238117716914,-2.2247129701803083,-0.16156153962360076,0.023394732513949457
-1,0.0,0.0,0.0,0.0,
0,-0.5686274509803749,0.5143243046213499,-1.5766845644118286,0.4394296624510786,0.2689076883592805
1,2.9774509803921783,0.44540842565158184,2.1044665077043914,3.850435453079965,2.3129434611927507e-11
2,4.4990196078431435,0.4465003659902483,3.623894971418304,5.374144244267983,7.040799869520341e-24
3,3.9186274509803867,0.538399206918537,2.8633843961151255,4.973870505845648,3.380691978693382e-13
4,7.977450980392163,0.907649286747323,6.198491067773942,9.756410893010385,1.5071754710908145e-18
5,13.25174291938999,1.2181076238780684,10.864295847295313,15.639189991484667,1.4521177584000519e-27
6,0.4009803921568676,0.7422678072446875,-1.053837776926239,1.855798561239974,0.5890523099769869
