event_time,coef,std_err,ci_low,ci_high,p_value
-6,131.00000000000222,,,,
-5,166.00000000000173,,,,
-4,-226.00000000000009,,,,
-3,1509.9999999999989,,,,
-2,76.99999999999999,,,,
-1,0.0,0.0,0.0,0.0,
0,-186.0000000000012,,,,
1,-1345.000000000001,,,,
2,-512.999999999999,,,,
3,470.99999999999875,,,,
4,1644.000000000001,,,,
5,397.9999999999994,,,,
6,2293.0,,,,
