state,year,month,ui_first_payments_total,ui_pct_within_21_days,ui_avg_days_to_first_payment_approx
Texas,2026,3,55236,86.1159388804403,11.714018031718444
Texas,2026,5,53599,88.014701766824,11.236655534618183
Texas,2026,6,64469,86.22283578153841,11.633188043866044
Texas,2026,7,63850,85.39702427564605,11.760947533281128
Utah,2020,1,7847,97.85905441570026,8.199439276156493
Utah,2020,2,4422,95.45454545454545,8.872116689280869
Utah,2020,3,13156,98.60899969595623,7.750038005472788
Utah,2020,4,119229,96.67446678241032,8.3599795351802
Utah,2020,5,55364,86.38826674373239,10.70544035835561
Utah,2020,6,25329,83.39452801137035,12.918808480397963
Utah,2020,7,14388,86.29413400055603,11.524569085348903
Utah,2020,8,7887,79.1682515531888,14.376949410422213
Utah,2020,9,4782,76.53701380175659,16.89293182768716
Utah,2020,10,4886,75.58329922226771,17.134875153499795
Utah,2020,11,5259,82.25898459783228,13.795968815364137
Utah,2020,12,8418,87.11095272036114,11.786410073651698
Utah,2021,1,8691,85.82441606259349,12.572718904613968
Utah,2021,2,5889,79.48717948717949,14.321022244863304
Utah,2021,3,5784,79.91009681881052,14.226659751037344
Utah,2021,4,6248,87.0518565941101,11.683098591549296
Utah,2021,5,5298,81.50245375613439,12.687051717629295
Utah,2021,6,4402,79.41844616083598,13.80997273966379
Utah,2021,7,4800,84.33333333333334,12.255520833333334
Utah,2021,8,3948,76.77304964539007,14.309777102330294
Utah,2021,9,2789,73.93330942990319,14.329150233058444
Utah,2021,10,2421,87.40190004130525,10.952292441140024
Utah,2021,11,3585,90.8228730822873,9.858437935843794
Utah,2021,12,5181,95.40629222157885,8.81161937849836
Utah,2022,1,6762,96.85004436557232,8.432638272700384
Utah,2022,2,3373,91.22442929143196,9.91832196857397
Utah,2022,3,2767,93.20563787495483,9.505059631369715
Utah,2022,4,2261,95.26758071649712,8.894294559929234
Utah,2022,5,3015,94.72636815920397,9.01044776119403
Utah,2022,6,2678,94.39880507841673,9.182972367438387
Utah,2022,7,2839,93.51884466361395,9.309792180345193
Utah,2022,8,2915,92.21269296740995,9.781646655231562
Utah,2022,9,2457,92.83679283679284,9.600936100936101
Utah,2022,10,2899,93.92894101414281,9.31252155915833
Utah,2022,11,4564,93.58019281332164,9.237401402278703
Utah,2022,12,7108,96.03263927968486,8.532920652785593
Utah,2023,1,9486,96.01518026565465,8.582384566729917
Utah,2023,2,5300,93.67924528301886,9.335566037735848
Utah,2023,3,4629,92.6550010801469,9.65694534456686
Utah,2023,4,4038,95.12134720158494,9.088905398712233
Utah,2023,5,4880,95.49180327868852,8.950922131147541
Utah,2023,6,3799,93.65622532245328,9.372992892866543
Utah,2023,7,3657,94.44900191413727,9.099945310363687
Utah,2023,8,4428,93.94760614272809,9.302619692863596
Utah,2023,9,3324,93.29121540312876,9.504211793020458
Utah,2023,10,4439,94.25546294210407,9.2292182924082
Utah,2023,11,4653,94.69159681925639,9.079411132602623
Utah,2023,12,6539,94.4945710353265,9.022251108732222
Utah,2024,1,9511,93.29197771001998,9.312112291031438
Utah,2024,2,6159,92.12534502354278,9.70181847702549
Utah,2024,3,4323,91.88063844552394,9.816909553550776
Utah,2024,4,4700,93.04255319148936,9.596914893617022
Utah,2024,5,4964,92.7880741337631,9.535153102336825
Utah,2024,6,3878,90.61371841155234,10.091670964414647
Utah,2024,7,4752,92.48737373737373,9.686763468013469
Utah,2024,8,4031,90.82113619449268,9.974075911684446
Utah,2024,9,3793,93.61982599525442,9.532559978908516
Utah,2024,10,4418,94.11498415572657,9.357967406066093
Utah,2024,11,4788,94.27736006683375,9.112155388471178
Utah,2024,12,8348,95.77144226161955,8.696214662194537
Utah,2025,1,9175,95.46594005449592,8.813787465940054
Utah,2025,2,7126,94.09205725512209,9.136472074094863
Utah,2025,3,5184,93.7692901234568,9.432773919753087
Utah,2025,4,4958,92.69866881807181,9.496571198063736
Utah,2025,5,5289,93.91189260729817,9.208829646436
Utah,2025,6,5178,94.03244495944381,9.255117806102742
Utah,2025,7,4667,93.31476323119777,9.467752303406899
Utah,2025,8,4392,92.60018214936248,9.593693078324225
Utah,2025,9,5041,93.5528664947431,9.416088077762348
Utah,2025,10,6396,95.66916823014384,8.748671044402752
Utah,2025,11,5963,93.91246017105483,9.142294147241321
Utah,2025,12,9025,95.8781163434903,8.729916897506925
Utah,2026,1,10994,96.78915772239404,8.430507549572495
Utah,2026,2,6026,93.95950879522071,9.239296382343179
Utah,2026,3,5183,93.88385105151457,9.29741462473471
Utah,2026,4,4789,94.4456045103362,9.132177907705158
Utah,2026,5,5090,94.87229862475442,8.993418467583497
Utah,2026,6,4620,94.8051948051948,9.066883116883117
Utah,2026,7,4475,94.45810055865923,9.198435754189944
Utah,2026,8,4000,94.19999999999999,9.3425
Vermont,2020,1,4022,89.5574341123819,10.783814022874193
Vermont,2020,2,2310,86.83982683982684,11.686796536796537
Vermont,2020,3,9078,96.97069839171624,8.528916060806345
Vermont,2020,4,92486,77.20087364574097,12.395422009817702
Vermont,2020,5,20476,74.23324868138307,15.226704434459855
Vermont,2020,6,7638,81.605132233569,14.463210264467138
Vermont,2020,7,5912,85.94384303112314,12.326539242219216
Vermont,2020,8,2869,81.84036249564308,14.187347507842453
Vermont,2020,9,2088,88.40996168582376,11.889607279693486
Vermont,2020,10,1671,90.5445840813884,11.004787552363855
Vermont,2020,11,2175,92.13793103448276,10.635402298850575
Vermont,2020,12,3815,88.9646133682831,10.941546526867628
