violation_status,n,state,source_name,year,month
HEARING HELD-GUILTY,91384,New York,NYC Open Parking and Camera Violations,2021,5
HEARING HELD-GUILTY REDUCTION,65960,New York,NYC Open Parking and Camera Violations,2021,5
HEARING HELD-NOT GUILTY,53385,New York,NYC Open Parking and Camera Violations,2021,5
APPEAL AFFIRMED,3590,New York,NYC Open Parking and Camera Violations,2021,5
HEARING ADJOURNMENT,2780,New York,NYC Open Parking and Camera Violations,2021,5
APPEAL REVERSED,506,New York,NYC Open Parking and Camera Violations,2021,5
HEARING PENDING,107,New York,NYC Open Parking and Camera Violations,2021,5
HEARING HELD-REINSTATEMENT,81,New York,NYC Open Parking and Camera Violations,2021,5
APPEAL ABANDONED,60,New York,NYC Open Parking and Camera Violations,2021,5
