violation_status,n,state,source_name,year,month
HEARING HELD-GUILTY,25903,New York,NYC Open Parking and Camera Violations,2020,5
HEARING HELD-GUILTY REDUCTION,12652,New York,NYC Open Parking and Camera Violations,2020,5
HEARING HELD-NOT GUILTY,7274,New York,NYC Open Parking and Camera Violations,2020,5
HEARING ADJOURNMENT,1750,New York,NYC Open Parking and Camera Violations,2020,5
APPEAL AFFIRMED,537,New York,NYC Open Parking and Camera Violations,2020,5
APPEAL REVERSED,129,New York,NYC Open Parking and Camera Violations,2020,5
HEARING PENDING,37,New York,NYC Open Parking and Camera Violations,2020,5
APPEAL ABANDONED,30,New York,NYC Open Parking and Camera Violations,2020,5
APPEAL MODIFIED,14,New York,NYC Open Parking and Camera Violations,2020,5
